,Source,Target,Weight,Timestamp
22370,3356,3659,1,1367545763.43839
22371,4083,4128,1,1367547324.88768
22372,4128,4083,1,1367547334.78987
22373,2347,4131,1,1367549201.6847801
22374,4131,2347,1,1367549242.2033699
22375,0,1465,1,1367549394.97611
22376,4128,26,1,1367560396.5346801
22377,864,2062,1,1367560761.3912802
22378,2062,864,2,1367560804.99674
22379,4128,2062,1,1367561939.85252
22380,2062,4128,1,1367562360.48405
22381,3838,2062,2,1367564431.4718199
22382,4094,3857,1,1367571541.3432698
22383,2953,3825,1,1367573521.5436301
22384,2953,4122,1,1367574740.46438
22385,1709,4133,1,1367582323.23884
22386,3282,3962,1,1367586127.78275
22387,4122,2953,2,1367586695.07163
22388,2720,3573,1,1367596160.88572
22389,3470,3331,1,1367597062.63414
22390,3331,3470,1,1367597160.5381
22391,3331,3826,1,1367597442.10552
22392,3523,2446,-10,1367599106.69398
22393,4121,2446,-10,1367599125.44718
22394,302,2446,-10,1367599131.3696
22395,3570,3396,1,1367600928.92098
22396,2587,3145,1,1367602067.68209
22397,3145,2587,1,1367602084.4911401
22398,2587,4115,1,1367602132.0110002
22399,26,4134,1,1367603317.77557
22400,26,4033,1,1367603331.92073
22401,2587,3570,1,1367604129.32853
22402,3570,2587,1,1367604131.75395
22403,2020,3499,1,1367607989.84442
22404,3499,2020,4,1367608392.18465
22405,4133,1709,1,1367609474.69193
22406,4047,26,1,1367611816.29656
22407,3570,3838,1,1367614895.27483
22408,4089,3259,2,1367614940.7477
22409,3838,3570,1,1367614967.46906
22410,3396,3570,1,1367615243.2233698
22411,3391,10,1,1367637187.39852
22412,10,3391,1,1367637209.77085
22413,3690,4095,1,1367657604.0173
22414,3962,3282,1,1367661888.74371
22415,3705,1998,1,1367672938.36961
22416,3705,3584,1,1367672959.25754
22417,3705,4074,2,1367673048.41242
22418,3705,3751,1,1367673132.75124
22419,3705,3832,1,1367673158.19252
22420,10,869,1,1367676025.98052
22421,869,10,1,1367676265.68943
22422,3690,2953,1,1367679287.23299
22423,3690,3191,1,1367679328.02304
22424,3570,4069,1,1367690687.31751
22425,4069,3570,1,1367690689.74505
22426,2139,3668,-10,1367691824.7841802
22427,2953,3690,1,1367691865.56605
22428,3659,2139,1,1367692409.83769
22429,2139,3659,1,1367692411.32725
22430,3659,4135,1,1367696225.62937
22431,4089,108,2,1367698414.1055
22432,4075,3705,5,1367698754.02316
22433,3705,4075,5,1367699360.09497
22434,3659,4092,1,1367700266.4542198
22435,4092,3659,1,1367700283.30155
22436,2803,3647,1,1367700492.33919
22437,4092,4136,1,1367702056.63066
22438,4136,4092,1,1367702217.8788302
22439,1594,4121,1,1367704158.79854
22440,4121,1594,1,1367704231.9648
22441,4092,1585,1,1367704542.19201
22442,1505,1718,3,1367704826.33516
22443,3659,1709,1,1367708483.93572
22444,1594,3751,1,1367708813.37028
22445,1709,3659,1,1367708904.3489199
22446,3659,4137,1,1367708926.55075
22447,4137,3659,10,1367709014.8938
22448,4127,4092,1,1367710423.9635901
22449,4092,4127,1,1367710436.47386
22450,3659,4138,1,1367712730.36641
22451,4138,3659,1,1367714054.37424
22452,3659,4116,2,1367714077.77069
22453,4116,3659,2,1367714093.83665
22454,1594,3848,1,1367714313.87368
22455,3848,1594,1,1367714392.1107
22456,3391,3659,1,1367716067.9837801
22457,3659,3391,2,1367716148.71755
22458,3838,4104,1,1367740457.50401
22459,4104,3838,1,1367740551.15006
22460,26,3838,1,1367741554.73334
22461,26,4139,1,1367741568.11607
22462,26,4124,1,1367741581.6101902
22463,3282,3975,1,1367743466.0586
22464,1706,3843,2,1367776605.19611
22465,1706,4141,2,1367776611.88609
22466,2570,2818,2,1367780175.8959901
22467,2818,2570,2,1367780560.51137
22468,2460,10,10,1367781134.62923
22469,3958,3566,10,1367781634.85689
22470,1568,3674,1,1367781767.57411
22471,3566,3958,1,1367783446.879
22472,3958,2381,2,1367783745.26603
22473,3838,4057,1,1367786283.2621
22474,2587,3848,4,1367792892.02519
22475,3566,4143,1,1367795771.88619
22476,4143,3566,10,1367796400.26744
22477,3659,1853,1,1367797922.56421
22478,1853,3659,1,1367798035.1781301
22479,321,1981,-10,1367800496.27639
22480,321,2166,-1,1367800564.32302
22481,1293,2166,-10,1367800624.3234901
22482,4057,3838,2,1367806571.9263802
22483,3659,1568,1,1367806686.3155901
22484,1568,3659,1,1367806690.08258
22485,1870,3659,1,1367808830.39539
22486,3659,1870,1,1367808888.79104
22487,3659,4144,1,1367811620.12534
22488,4144,3659,1,1367811707.24396
22489,2958,4132,1,1367813973.72955
22490,4132,2958,2,1367814059.56883
22491,4116,3751,1,1367816091.78947
22492,3751,4116,1,1367816098.14551
22493,41,4132,1,1367817078.54271
22494,4132,41,1,1367817189.74651
22495,4116,163,1,1367817303.93631
22496,163,4116,1,1367817338.09812
22497,1321,3245,-9,1367819453.40476
22498,1321,3124,-9,1367819495.54464
22499,3751,3570,2,1367821088.81638
22500,3570,3751,2,1367821109.4182599
22501,864,2839,-10,1367835172.55604
22502,14,2964,1,1367853692.37643
22503,3743,3903,1,1367854242.62074
22504,3903,3743,1,1367854302.4244401
22505,14,3668,-10,1367855145.7576401
22506,977,3076,4,1367856779.6079
22507,977,4145,3,1367857158.58774
22508,3975,3282,2,1367861314.97716
22509,3472,4146,1,1367864835.67692
22510,3472,4147,1,1367864883.5841599
22511,3898,2939,1,1367868663.09229
22512,2939,3898,1,1367868781.41139
22513,3725,3204,-10,1367869375.4881198
22514,4083,3667,1,1367869602.73087
22515,4115,4148,1,1367870218.95392
22516,1901,1651,1,1367882394.99439
22517,4107,3150,5,1367889889.91767
22518,1995,4149,1,1367890127.2106
22519,1673,864,8,1367890132.2657
22520,1673,2150,10,1367890192.19365
22521,3414,4150,5,1367895979.78723
22522,3848,4142,2,1367898058.00835
22523,3414,4151,1,1367898389.21488
22524,4151,3414,1,1367898456.27386
22525,4142,3848,2,1367899128.6080801
22526,4147,3472,1,1367899650.01189
22527,4147,4146,1,1367899694.86737
22528,3848,3670,1,1367900473.0020099
22529,3670,3848,1,1367900476.88237
22530,3958,4129,2,1367901044.95384
22531,3958,4152,2,1367901199.2905
22532,4152,3958,2,1367901215.6435
22533,4152,4130,1,1367902201.41968
22534,2587,2782,2,1367903306.23706
22535,2782,2587,2,1367903528.35944
22536,2938,3391,1,1367903681.84284
22537,3391,2938,1,1367903686.659
22538,3958,3378,2,1367904949.37298
22539,3659,4087,1,1367905065.94174
22540,3378,3958,1,1367905534.69172
22541,3670,3360,2,1367905665.31429
22542,4087,3659,1,1367905746.81207
22543,4123,495,1,1367906239.57094
22544,3378,4153,1,1367910408.69225
22545,4153,3378,1,1367910562.06425
22546,4153,3950,1,1367916786.5239
22547,3282,3120,1,1367919420.29538
22548,3120,3282,1,1367919487.19384
22549,4027,3486,2,1367925181.1521301
22550,3525,1118,1,1367936403.95957
22551,1118,3525,1,1367937353.17871
22552,4135,4154,6,1367942240.726
22553,2153,1756,1,1367944625.01024
22554,1756,1521,1,1367944625.33043
22555,1756,4116,1,1367944678.44704
22556,4115,4135,1,1367945364.9027698
22557,1521,1673,1,1367947096.78455
22558,4135,4115,5,1367949232.04424
22559,3743,4135,1,1367949792.5085402
22560,4135,3743,5,1367949795.67566
22561,4135,3659,5,1367949944.74036
22562,4154,4135,10,1367953400.0548198
22563,2016,4153,3,1367955932.98576
22564,4153,2016,2,1367956038.7321599
22565,4115,3499,1,1367956361.33142
22566,3499,4115,2,1367956478.07799
22567,1756,2839,-10,1367962157.3150802
22568,4121,2839,-10,1367962202.93535
22569,2587,3809,6,1367963657.6269999
22570,10,3573,1,1367964256.21739
22571,3573,10,1,1367964274.10048
22572,4017,4099,1,1367967284.5450199
22573,1921,505,2,1367972796.1406
22574,1160,4155,8,1367976635.02356
22575,3659,2765,1,1367978077.62834
22576,2765,3659,1,1367978183.2128599
22577,3753,3659,2,1367981030.17229
22578,3659,3753,2,1367981216.7304301
22579,3659,4153,1,1367982185.74082
22580,4153,3659,1,1367982366.77091
22581,2247,1773,2,1367983794.33855
22582,864,2247,1,1367984506.5696
22583,3659,1186,2,1367987365.07541
22584,1186,3659,2,1367987569.93326
22585,4153,2214,1,1367989847.8684301
22586,3910,599,1,1367990764.16659
22587,599,3910,1,1367991202.82114
22588,4153,4155,1,1367994914.58224
22589,4153,599,1,1367996440.38972
22590,3910,4156,1,1367996460.61848
22591,4156,3910,1,1367996686.19048
22592,599,4153,1,1367997612.1994
22593,3566,4157,2,1367999927.6880698
22594,4157,3566,8,1367999991.45509
22595,2338,4153,1,1368002763.35116
22596,4155,4153,1,1368005166.53799
22597,2214,4153,1,1368017626.06087
22598,1176,1951,1,1368025972.96663
22599,1951,1176,1,1368026008.4498699
22600,4062,2587,2,1368031331.62115
22601,2839,2570,6,1368034854.9212
22602,3647,3566,3,1368039225.56885
22603,3566,3647,2,1368039292.46368
22604,3378,1568,2,1368041385.98298
22605,1568,3378,2,1368041467.3753
22606,3453,4158,1,1368046336.6887
22607,4122,3448,1,1368050183.06083
22608,4122,4099,1,1368050270.8934698
22609,3427,4092,1,1368050972.43926
22610,4092,4122,1,1368051349.37425
22611,1764,4159,1,1368056115.90226
22612,3848,1485,1,1368058596.18328
22613,1485,3848,1,1368058815.43707
22614,2818,2003,1,1368059680.94151
22615,2003,2818,1,1368059701.88327
22616,3705,2782,2,1368061257.84146
22617,2782,3705,2,1368061286.85058
22618,2782,10,2,1368062296.27715
22619,10,2782,2,1368062329.45325
22620,3391,888,1,1368067585.71908
22621,1057,4160,1,1368077062.72542
22622,1764,4161,1,1368078878.7773302
22623,4161,3525,1,1368078904.74776
22624,4161,1764,1,1368078937.07979
22625,4161,1293,1,1368079077.19503
22626,3910,1643,1,1368079692.53624
22627,1643,3910,2,1368079712.12236
22628,4160,1057,1,1368083541.91097
22629,2720,1568,1,1368096991.9663699
22630,3378,4135,1,1368101961.68208
22631,4135,3378,5,1368102351.73119
22632,3705,1521,5,1368109593.0006402
22633,1521,3705,4,1368109667.42059
22634,26,4128,1,1368110359.8809
22635,1764,4162,1,1368111847.8431401
22636,4162,1764,5,1368112304.4107802
22637,4162,3736,9,1368112432.8749
22638,3736,4162,5,1368114707.3633802
22639,4018,3820,10,1368115218.92935
22640,977,4163,1,1368116399.32219
22641,4163,190,1,1368117042.4828901
22642,4153,4135,1,1368118095.50826
22643,4135,4153,5,1368118195.79513
22644,4122,3700,1,1368122472.79255
22645,4122,3191,4,1368122542.2275698
22646,3525,2587,1,1368122744.41904
22647,3525,4161,1,1368122808.39286
22648,2587,3525,1,1368123269.2360198
22649,406,3668,-10,1368125415.25208
22650,406,864,2,1368126064.83525
22651,1293,4161,1,1368126623.7164
22652,864,406,1,1368126694.50354
22653,4135,4167,1,1368128883.0939
22654,4167,4135,1,1368129023.49531
22655,4083,4168,-10,1368137785.86323
22656,4122,4168,-5,1368138053.68411
22657,3573,4168,-1,1368141068.9201
22658,41,3391,2,1368148103.33379
22659,4083,3470,9,1368149833.1478698
22660,98,3470,-8,1368149847.37098
22661,3470,98,-10,1368149878.49156
22662,3470,4170,1,1368149912.3434901
22663,4083,355,10,1368150039.29881
22664,355,3470,5,1368150179.39724
22665,98,4083,-1,1368150365.46703
22666,98,355,-1,1368150392.25684
22667,302,98,-10,1368150406.81588
22668,355,98,-10,1368150418.51915
22669,98,302,-1,1368150430.0726302
22670,4132,3838,5,1368150450.75735
22671,3838,4132,3,1368150451.51455
22672,4148,3525,1,1368152335.44424
22673,4170,3470,1,1368154110.5710402
22674,2247,16,-10,1368159067.9835699
22675,4161,16,-5,1368159948.12593
22676,26,4168,-1,1368179309.4535198
22677,98,4168,-1,1368180260.47945
22678,3800,3413,1,1368180369.75257
22679,3413,3800,1,1368180481.79831
22680,3751,4131,1,1368181175.9100401
22681,4131,3751,1,1368181340.28834
22682,4166,4168,-1,1368182356.43461
22683,3566,18,1,1368190485.29078
22684,2818,2077,1,1368203645.08038
22685,2077,2818,1,1368203656.62766
22686,3898,3743,2,1368210402.85381
22687,3743,3898,1,1368210437.70241
22688,3898,4172,1,1368211672.19195
22689,4172,3898,1,1368211734.99409
22690,4006,3518,1,1368214464.61825
22691,4006,4077,1,1368214555.21425
22692,3743,4153,1,1368216036.71951
22693,4153,3743,1,1368216093.98235
22694,132,2720,1,1368216739.5139
22695,3903,977,4,1368217065.32274
22696,977,3903,2,1368217761.05535
22697,2720,132,1,1368219057.33198
22698,977,2338,3,1368219302.05855
22699,2338,977,3,1368220000.8364801
22700,10,4153,1,1368225412.23381
22701,4153,10,1,1368225623.0767698
22702,3659,4173,1,1368229565.73594
22703,4173,3659,4,1368229859.30627
22704,4146,4147,1,1368230237.49039
22705,4146,3472,5,1368230305.16234
22706,4153,3776,1,1368230734.85352
22707,3659,1628,1,1368233276.04924
22708,3776,4153,1,1368233299.40296
22709,1628,3659,3,1368233405.17165
22710,4153,2338,2,1368233457.67425
22711,3414,4153,1,1368233881.37298
22712,2119,4174,10,1368239316.40872
22713,4153,2782,3,1368239361.79903
22714,2782,4153,3,1368239415.37365
22715,4083,2032,-10,1368249548.42707
22716,2247,2032,-10,1368249957.21774
22717,2247,2839,-6,1368265964.49055
22718,4094,3453,1,1368275147.16081
22719,3453,4094,1,1368275737.72194
22720,3566,3573,2,1368283423.85043
22721,2247,1629,-10,1368336403.3733099
22722,3751,2247,1,1368336499.79365
22723,1764,1629,-10,1368341943.8366401
22724,4161,4176,4,1368347126.32449
22725,4176,4161,4,1368347213.30534
22726,1176,29,8,1368357597.2081099
22727,1176,375,3,1368357675.4609199
22728,1310,2295,-10,1368362420.39776
22729,375,1176,3,1368362853.98849
22730,3453,4177,10,1368365862.59045
22731,4177,3453,10,1368370489.74129
22732,2247,1519,-10,1368419884.16984
22733,2460,2116,3,1368420051.95046
22734,2247,599,4,1368421610.56741
22735,599,2247,5,1368421898.4421198
22736,4115,4178,1,1368427935.30261
22737,4178,4115,1,1368428048.03368
22738,29,1176,4,1368428839.42465
22739,2247,530,-10,1368430966.8313599
22740,2580,4027,2,1368433289.74253
22741,396,4027,2,1368445941.8561199
22742,4092,4179,1,1368458409.6452599
22743,4179,4092,1,1368458476.2531
22744,3743,4180,1,1368460100.7411
22745,4180,3743,3,1368460226.50311
22746,3456,3525,1,1368463543.45136
22747,2077,3809,1,1368463843.78927
22748,3809,2077,1,1368464083.29673
22749,4174,2119,10,1368464803.5263698
22750,3573,1981,-1,1368474562.43762
22751,3643,3898,1,1368475371.72285
22752,4039,864,1,1368475475.60896
22753,3898,2500,1,1368475765.18298
22754,2500,3898,1,1368475858.8810198
22755,4180,10,1,1368477062.2537
22756,10,4180,1,1368477062.3570302
22757,10,3332,1,1368477945.2437801
22758,3898,3332,1,1368478007.3987
22759,3332,3898,5,1368478022.42354
22760,4153,2116,1,1368478171.78945
22761,3332,10,2,1368478226.2727401
22762,3154,3566,1,1368478369.0051699
22763,3566,3154,1,1368480104.04556
22764,3453,4181,1,1368485861.39904
22765,4181,3453,1,1368486010.2214198
22766,3898,2128,1,1368491100.96957
22767,2128,3898,1,1368491367.2746198
22768,3566,4182,1,1368492297.62965
22769,3566,4183,1,1368492311.15713
22770,4182,3566,1,1368492356.79994
22771,3272,3150,4,1368496759.3980699
22772,3838,4023,1,1368499942.64514
22773,4023,3838,1,1368500020.32798
22774,4150,3414,1,1368501947.79785
22775,10,2460,1,1368502070.42133
22776,1465,406,3,1368510494.8572302
22777,406,1465,3,1368510518.2901301
22778,3838,4184,1,1368523119.2444599
22779,4184,3838,2,1368523218.14531
22780,2587,4185,5,1368526509.00171
22781,3378,4185,1,1368526520.37021
22782,3643,3958,1,1368539201.06945
22783,3958,3643,2,1368539214.2699401
22784,4155,3372,7,1368542051.18773
22785,4115,4004,1,1368546990.33733
22786,4153,4144,2,1368547559.57966
22787,4144,4153,2,1368547594.15018
22788,4004,4115,1,1368549894.5552099
22789,4096,977,4,1368550210.7146099
22790,977,4096,3,1368550244.06008
22791,3898,3100,1,1368552907.5055199
22792,3100,3898,5,1368552908.41439
22793,4183,3566,3,1368553781.14026
22794,4004,4105,1,1368554348.83815
22795,4105,4004,1,1368556756.01498
22796,3845,3477,-1,1368557520.5878198
22797,506,3848,1,1368558374.58567
22798,1293,3845,1,1368558612.96718
22799,3845,4087,4,1368562088.505
22800,3904,4123,10,1368562503.14557
22801,4087,3845,3,1368563178.1680698
22802,4092,4186,1,1368565987.90306
22803,4092,4059,2,1368568900.4465
22804,4059,4092,3,1368569018.71102
22805,3580,3643,1,1368571378.8359199
22806,3643,3580,1,1368571413.63939
22807,3523,4183,1,1368573319.39783
22808,4183,3523,1,1368573400.05844
22809,4148,3643,1,1368573734.98033
22810,2302,1335,-10,1368575858.51579
22811,2338,3271,-1,1368586126.47924
22812,4115,4187,1,1368593380.41623
22813,4187,4115,1,1368593563.1796598
22814,2782,3573,2,1368598036.88654
22815,3573,2782,1,1368598062.54589
22816,3838,2420,1,1368608707.03822
22817,2420,3838,1,1368609032.03899
22818,4027,4181,1,1368617187.71723
22819,4181,4027,1,1368617201.53755
22820,4122,3439,1,1368623398.62169
22821,1354,1521,6,1368626004.0694401
22822,2803,3566,1,1368627413.2167802
22823,3525,1293,1,1368646283.3935199
22824,3838,4189,1,1368647894.7024
22825,4189,3838,1,1368647925.85553
22826,3838,4034,1,1368650361.1885
22827,4034,3838,2,1368650505.4323099
22828,98,4190,-10,1368652590.4634
22829,1321,4190,-10,1368652725.12162
22830,864,4083,1,1368654384.85149
22831,4115,3898,3,1368658982.16769
22832,2587,4109,2,1368661779.27475
22833,3751,4175,2,1368664683.41649
22834,4175,3751,2,1368664765.07172
22835,3838,4191,1,1368664770.0877
22836,4191,3838,1,1368664870.13496
22837,3523,4152,1,1368667008.2276402
22838,4152,3523,2,1368667025.22527
22839,3826,3523,1,1368668197.7968302
22840,3523,3826,1,1368668210.8435
22841,4153,4169,1,1368670738.45964
22842,4169,4153,2,1368673983.23094
22843,3826,3605,1,1368674413.19691
22844,3605,3826,1,1368674546.41641
22845,4169,4192,1,1368674714.63253
22846,4192,4169,1,1368674754.68417
22847,2247,4190,-10,1368676551.06445
22848,2247,4193,1,1368681695.15011
22849,4193,2247,1,1368681741.8784401
22850,4193,4194,2,1368681782.3871
22851,3751,3623,1,1368683274.23495
22852,3623,3751,1,1368683381.1226199
22853,2140,4195,3,1368690042.9766
22854,4195,2140,5,1368690794.20315
22855,3325,453,5,1368696159.31752
22856,4027,396,2,1368697548.33914
22857,2580,3453,4,1368708748.74004
22858,3453,2580,2,1368709558.3703198
22859,3938,26,5,1368712078.74065
22860,4092,4181,1,1368715476.7014802
22861,977,4197,1,1368716036.99106
22862,4197,977,1,1368716062.61198
22863,3525,3580,1,1368718411.3306801
22864,3848,2587,5,1368718451.93822
22865,4181,4092,1,1368719114.72432
22866,3555,3580,3,1368720087.39185
22867,4198,26,1,1368727378.40395
22868,4096,2570,1,1368727531.78419
22869,4196,4055,1,1368729852.46158
22870,3826,2916,1,1368730568.57512
22871,2916,3826,1,1368730619.3071802
22872,1521,4199,2,1368733261.71766
22873,4199,1521,2,1368733374.20891
22874,1585,4092,1,1368734358.73362
22875,4094,4200,1,1368737076.01668
22876,831,26,3,1368738128.0504198
22877,26,831,3,1368738149.59918
22878,453,3325,5,1368739063.99113
22879,1624,3325,2,1368740950.41034
22880,3325,1624,2,1368741031.952
22881,2062,3838,2,1368742030.34166
22882,1521,86,1,1368744057.1920302
22883,864,264,10,1368745090.03715
22884,1568,4183,1,1368745824.3685699
22885,4183,1568,1,1368745865.26084
22886,264,4018,3,1368745958.44384
22887,4092,4195,2,1368747269.4946802
22888,4195,4092,2,1368747458.8842402
22889,4018,3647,10,1368756979.52389
22890,3647,4018,10,1368757197.03744
22891,3838,2925,1,1368758928.68636
22892,2925,3838,1,1368758948.54717
22893,3623,1718,2,1368763470.00774
22894,864,4201,1,1368764694.18291
22895,2884,2077,10,1368772424.5111802
22896,198,4092,1,1368788533.3223
22897,4092,198,1,1368788561.8036098
22898,3145,2117,10,1368798011.18473
22899,4198,4196,3,1368799630.90309
22900,4196,4198,3,1368799721.47856
22901,3643,2270,1,1368807373.8413801
22902,176,1521,5,1368807379.50163
22903,3573,1585,1,1368808443.9419801
22904,1585,3573,1,1368808521.28437
22905,1876,4099,1,1368860258.77664
22906,4194,4193,1,1368860783.7785802
22907,4198,4202,1,1368860797.83544
22908,4202,4198,1,1368860892.70655
22909,26,4198,1,1368869417.70785
22910,176,3668,-10,1368877059.4573
22911,4083,3472,1,1368883442.2634099
22912,3555,3335,3,1368885526.7742
22913,3335,3555,3,1368885560.28929
22914,4182,4203,2,1368892957.4410698
22915,4182,3191,2,1368892978.3739
22916,4182,4204,1,1368893595.0085402
22917,2953,2580,10,1368894314.41347
22918,1764,3117,4,1368910780.1236901
22919,3117,1764,5,1368910810.4117599
22920,3470,4206,1,1368911113.2825198
22921,10,2077,2,1368912751.7366
22922,321,4207,1,1368916680.09249
22923,4207,321,1,1368916746.91835
22924,4198,3643,3,1368917592.73333
22925,3643,4198,3,1368917685.65286
22926,4092,3691,1,1368918883.09916
22927,3691,4092,1,1368918976.8744302
22928,3117,10,1,1368921327.99689
22929,10,3117,1,1368921333.65066
22930,3154,3623,1,1368926397.58806
22931,3623,3154,1,1368926441.62305
22932,3838,3117,2,1368932000.6370401
22933,3117,3838,2,1368932010.12587
22934,313,41,2,1368935531.2492
22935,41,313,2,1368935609.69307
22936,4206,3470,1,1368936244.22256
22937,28,2953,1,1368959169.6967099
22938,3555,4092,3,1368970881.88846
22939,10,2563,5,1368982913.453
22940,4199,1293,1,1368986716.3826199
22941,4056,3659,10,1368989694.63573
22942,3739,2354,8,1368992266.15663
22943,2354,3739,2,1368992420.9312801
22944,2354,4199,1,1368992854.81114
22945,4199,2354,1,1368992984.6316
22946,2354,3470,1,1368993408.18773
22947,3470,2354,1,1368993429.6877801
22948,3623,4208,1,1368994775.83534
22949,4208,3623,1,1368994957.81093
22950,26,4209,1,1368998468.44719
22951,4209,26,1,1368998651.54356
22952,3168,4210,1,1368999947.7488801
22953,4210,3168,1,1369000181.52735
22954,4092,3460,1,1369000332.83825
22955,3460,4092,1,1369000361.6452801
22956,4211,4027,2,1369002140.04891
22957,4027,4211,2,1369002157.76553
22958,4211,3893,1,1369002565.00333
22959,4202,3331,1,1369009854.14286
22960,3331,4202,1,1369009906.41668
22961,3746,436,-5,1369010156.45959
22962,1624,4182,1,1369012036.62641
22963,4182,1624,1,1369012110.4989998
22964,4083,4212,1,1369014726.25425
22965,2247,3376,-10,1369015007.7943802
22966,4066,977,1,1369022252.62573
22967,4115,4202,1,1369025886.2971098
22968,4202,4115,1,1369025954.81541
22969,2338,4213,1,1369038909.9857
22970,2119,4155,5,1369043621.87103
22971,4155,2119,10,1369044535.9167302
22972,4027,3794,1,1369047656.6161098
22973,2953,4214,1,1369052706.4742901
22974,4214,2953,1,1369052957.60919
22975,4164,190,2,1369063531.3715198
22976,510,41,2,1369065581.6370099
22977,41,510,2,1369065669.1920302
22978,2347,41,1,1369065919.9459
22979,41,2347,2,1369065938.00301
22980,3848,506,1,1369068075.2204301
22981,1521,1756,1,1369068390.2613802
22982,1764,3391,3,1369077663.21435
22983,3902,4115,1,1369077972.03486
22984,4115,3902,1,1369077981.14722
22985,26,4215,1,1369079283.3069599
22986,3555,4182,2,1369079306.95689
22987,1568,3555,2,1369080163.62684
22988,3555,1568,2,1369080205.90727
22989,3555,3814,2,1369081174.2857
22990,2762,1764,2,1369083054.42696
22991,1764,2762,2,1369083484.49626
22992,1465,2421,2,1369086756.37065
22993,2421,1465,2,1369086986.4379199
22994,10,4216,2,1369089100.8993301
22995,4216,10,2,1369089252.54757
22996,2214,4115,1,1369092129.16672
22997,4115,2214,1,1369092173.44186
22998,4206,3320,1,1369093776.48276
22999,3320,4206,1,1369093824.88998
23000,4212,1763,-10,1369096172.27401
23001,3902,2949,1,1369098214.51721
23002,3168,2587,5,1369107787.11445
23003,4182,3555,3,1369107821.20662
23004,3168,3555,1,1369107849.8640802
23005,4182,2587,1,1369107917.7574198
23006,4092,3555,7,1369116489.16601
23007,4182,3183,1,1369125926.40485
23008,1585,4217,1,1369144632.81405
23009,4217,1585,1,1369144919.79996
23010,1277,3372,2,1369144978.2634
23011,1585,3668,-10,1369145289.58653
23012,4083,2094,10,1369147025.66564
23013,4083,190,10,1369147397.22067
23014,4083,4039,1,1369148343.37397
23015,2890,1310,2,1369150735.37677
23016,4092,4218,1,1369157059.5109801
23017,4218,4092,1,1369157069.0343199
23018,3565,4219,3,1369158041.3489401
23019,977,4164,3,1369158963.73159
23020,26,3938,3,1369159435.70178
23021,977,3150,9,1369160598.89104
23022,4205,2077,2,1369165298.8686
23023,2077,4096,1,1369174468.91377
23024,4220,3573,1,1369174921.6944
23025,1945,2587,2,1369176945.4545698
23026,2587,1945,2,1369177074.87859
23027,3523,3797,2,1369177823.7193902
23028,4027,4221,1,1369179366.84154
23029,4221,4027,1,1369179403.8188698
23030,4115,4222,1,1369184312.2170599
23031,4222,4115,1,1369184449.17327
23032,3797,3523,1,1369185024.0763
23033,2009,290,1,1369190657.5495698
23034,3809,2587,8,1369190836.65138
23035,4205,3623,1,1369191068.3998802
23036,3372,1277,2,1369194677.77207
23037,2587,4224,1,1369194742.16283
23038,3372,3472,5,1369194799.57165
23039,3372,1113,2,1369195220.1802
23040,3372,3,2,1369195252.2982302
23041,3372,4225,2,1369195261.77802
23042,3372,4226,2,1369195273.71446
23043,4140,1144,3,1369195342.8379
23044,3372,10,1,1369195346.19426
23045,1277,1144,4,1369195422.6198199
23046,3372,1144,2,1369195582.0237901
23047,313,864,2,1369214427.8568301
23048,864,313,2,1369214574.15499
23049,2938,3470,1,1369225512.05793
23050,3470,2938,1,1369225536.7267199
23051,506,3674,1,1369240888.38485
23052,3674,506,1,1369240933.91835
23053,2347,2062,1,1369243140.50933
23054,2062,2347,1,1369243270.28939
23055,4115,4227,1,1369246914.09925
23056,4227,4115,1,1369246977.86414
23057,4115,2898,1,1369250216.6513
23058,2898,4115,1,1369250270.16719
23059,3470,1521,1,1369256352.83095
23060,1521,3470,1,1369256556.28296
23061,3168,4228,1,1369262174.22326
23062,4228,3168,1,1369262204.49833
23063,2221,2077,1,1369265984.55323
23064,1907,4229,1,1369266941.13356
23065,4229,1907,1,1369266948.8056
23066,3838,3317,1,1369268072.6449199
23067,3317,3838,1,1369268098.6161199
23068,3623,4205,4,1369269206.0507
23069,4116,3838,1,1369274905.10823
23070,3838,4116,1,1369275008.0810401
23071,3838,3148,1,1369281121.16645
23072,3148,3838,1,1369281254.8419302
23073,2077,2221,1,1369282677.91525
23074,3623,4171,4,1369286634.05087
23075,4140,4230,1,1369296960.84882
23076,3372,415,-2,1369300456.51675
23077,3372,98,-1,1369300509.46252
23078,3372,3294,-1,1369300605.84783
23079,4027,4231,1,1369307645.15745
23080,4231,4027,1,1369311282.18628
23081,1907,4027,2,1369316949.9526699
23082,4027,1907,2,1369317053.2085302
23083,3826,4092,1,1369320424.24854
23084,691,3826,2,1369323489.03695
23085,3826,691,2,1369323550.38084
23086,2065,4232,1,1369328721.18671
23087,4232,2065,1,1369329634.55789
23088,3372,3468,-1,1369330808.93941
23089,1764,3826,1,1369334684.6343699
23090,1521,3497,3,1369334787.6403801
23091,3826,1764,1,1369334971.42714
23092,3372,3497,1,1369335369.1963
23093,4153,3826,1,1369336686.13088
23094,4182,3908,2,1369336964.14166
23095,2953,28,1,1369337024.12477
23096,2953,2855,1,1369337040.87485
23097,2953,3138,1,1369337066.35788
23098,3331,4233,3,1369337277.82074
23099,4233,3331,3,1369337335.54786
23100,3898,3826,2,1369339681.91219
23101,3826,4153,1,1369340676.3073301
23102,3826,3898,2,1369340761.32506
